Name,Year,Country,qty
Poulin Andre & Raymonde,2007,france,2
Pourcel Eva (Gaudou),2017,france,1
Pournin Madeleine,2014,france,1
Pouyol Joseph-Louis,1994,france,1
Pradaude Eugene & Raymonde (Cuisanaud),2011,france,2
Pradelle Lucien,1975,france,1
Pradier Albert & Lucie,1989,france,2
Prandi Jacqueline,2013,france,1
Pras Raoul & Berthe,1989,france,2
Prestavoine Emile & Denise,2010,france,2
Prevault Albert & Jeanne (Bonnet),2010,france,2
Prevel Fernand,2016,france,1
Prevost Jacques & Gisele,2008,france,2
Prime Nestor & son Roger,2006,france,2
Privat Jeanne & sister Caroline,1998,france,2
Proquitte Jules-Henri,2007,france,1
Proudhon Andre,2004,france,1
Prouteau Jean & Isabelle,1990,france,2
Prucser Frere Louis,1981,france,1
Puech Alphonse,1978,france,1
Puech Maurice & Helene,1994,france,2
Puech Pierre-Marie,1992,france,1
59 Pugeat Louis,1989,france,1
Puget Emile & Valentine,1999,france,2
Puyaubert Paul & Genevieve (Perrier),2012,france,2
Quatrefages Marie Laurence,2011,france,1
Quatreville Andre & Lea (Millet),2018,france,2
Quenu Daniel & Amelie (Durand),2009,france,2
Quere Germaine,2005,france,1
Quinquet-Touraine Madeleine,2002,france,1
Quinsat Francois,2002,france,1
Rabu Louis Prosper Henri & Marie Simone (Grimaud),2013,france,2
Raclet Jean-Joseph & Anne-Marie,2014,france,2
Radiguet Mireille,1994,france,1
Raffin Gustave (Auguste) & Moisette (Marie),1991,france,2
Rahir Marie-Yvonne (Verger),2014,france,1
Raibaut Joseph & Victorine; daughter Marguerite,2004,france,3
Raillon Rene Antoine Emile & Rose Emilienne (Loiseau),2011,france,2
Raimbault Armande (Tremblay),2001,france,1
Rajbaut Germaine,1991,france,1
Ramade Soeur Jeanne-Francoise,1995,france,1
Ramadier Paul & Marguerite,1985,france,2
Ramel Louis & wife,1989,france,2
Ramondou Louisa & mother Noemie,2001,france,2
Ranc Frederic & Jeanne,1994,france,2
Ranc Rosa,2000,france,1
Rasseneur Joseph & Louise,2003,france,2
Rateau Albert & Germaine,1991,france,2
Rateron Jean-Auguste & Noellie (Touron),2011,france,2
Rautureau Emile & Marie-Louise (Boissinot),2014,france,2
Raveau Jean & Marie,2005,france,2
Raybaud Alix,2005,france,1
Raynal Leon & Hermance,2001,france,2
Raynaud-Coet Suzanne,1993,france,1
Rayssiguier Raymond,2015,france,1
Recoupe Leon & Louise,2006,france,2
Redortier Felix & Marie-Louise,2013,france,2
Regache Andre & Aimee,1993,france,2
Regereau Sister Clotilde,1994,france,1
60 Regnier Jeanne; mother Sophie Dol,2005,france,2
Regnier Helene; sister Jeanne,1995,france,2
Reinhard Marcel & Marthe,2006,france,2
Reitz Rene & mother Matilde,2006,france,2
Relave Abbe Joseph; sister Catherine,1995,france,2
Reliant Lucien & Marie,1997,france,2
Remezy Alphonse,1999,france,1
Remoissenet Francis & Georgette,2001,france,2
Remond Monsignor Paul,1991,france,1
Remy Gabrielle,1986,france,1
Renard Andre,1990,france,1
Renard Pierre & Denise,1969,france,2
Renaud-Hennequin Marthe-Marie,1994,france,1
Renaudin (Peltier) Aline,1979,france,1
Renault Paulette (Hertz),2012,france,1
Renelle Henriette Angelique (Arnaud),2014,france,1
Renou Jean,1998,france,1
Retrut Germaine,2002,france,1
Reuter Lucienne,1995,france,1
Reverdy Charles & Elise (Robardet) dght. Louise Riondet,2012,france,2
Reveyron Pierre Felix & Anna Josephine,2011,france,2
Revol Pere Henri,1978,france,1
Rey Charles & Julia (Castagne),2009,france,2
Rey Hortense (Pestre),2015,france,1
Rey Mathieu & Jeanne; daughter Victoria,1994,france,3
Rey Pierre Alfred & Louise Marie (Laguille),2009,france,2
Reymond Rene,2019,france,1
Reynaud Marcel-Louis,1994,france,1
Reyne Marie,2001,france,1
Ribas Isidore Emile & Alice,2005,france,2
Ribes Marius & Marcelle (Pous),2012,france,2
Ribiere Germaine,1967,france,1
Ribouleau Henri & Suzanne,1977,france,2
Riboulot Paul & Renee,2001,france,2
Ricard Eugene & Aline (Brunet),2009,france,2
Ricard Marie-Antoinette (Soeur Elisabeth),1996,france,1
Ricard Pere Louis,1982,france,1
61 Riccobono Clementine,2005,france,1
Richard (Duchamblo) Abbe Joseph,1974,france,1
Richard Arsene & Angele & dght. Marcelle Richard,2018,france,3
Richaud Elie & Marie-Louise (Pape),2008,france,2
Ricordeau Roland & Jeanne (Brisset),2010,france,2
Ridart Adolphe & wife,1994,france,2
Riebert Abbe Roger,1989,france,1
Rieu-Hachon Denise,1987,france,1
Rigaud Paul & Marie; daughter Jacqueline,1991,france,3
Rigazio Jean-Charles & Marie-Therese (Billiotte),2015,france,2
Rio Marie,1995,france,1
Rioufol Henri,1992,france,1
Ripe Robert & Giselle (Richer),2011,france,2
Ripoche Jean,2008,france,1
Rippe Arthur & Eleonore (Pourruch),2015,france,2
Rist Jean,1996,france,1
Riveret Yvonne,2016,france,1
Rives Jean & Alphonsine (Joly),2011,france,2
Rivet Elisabeth (Sister),1996,france,1
Riviere Dora,2011,france,1
Rivoire Camille & Fernande,1994,france,2
Robene Lucien & Blanche (Lavalade),2017,france,2
Robert de St. Vincent Pierre,1993,france,1
Robert Jean-Baptiste,2000,france,1
Robert Jules & Andree,1991,france,2
Robert Pasteur Franck,1984,france,1
Roberties Emile & Genevieve,1992,france,2
Robin Father Joseph,2017,france,1
Robin Helene,1993,france,1
Robin Rene & Lea (Roussin),2013,france,2
Robineau Marcelle,2008,france,1
Roch Etienne,1990,france,1
Roche Albertine (Fassier),2014,france,1
Roche Gabrielle,2002,france,1
Roche Petrus & Marie-Josephine,2017,france,2
Rochedieu Lea,1999,france,1
Rocher Pierre & Andree,1994,france,2
62 Rodi-Boyer Suzanne,1965,france,1
Rodien Jeanne,2001,france,1
Rodriguez Marie-Ange,1992,france,1
Rogalle Jean-Baptiste & Jeanne her father Acgouau Jean-Pierre,2005,france,2
Roger Jeanne & Jules,1989,france,2
Roger Louise (Coulon),2008,france,1
Roger Marie-Elise,1999,france,1
Roger Raymonde,1998,france,1
Roinac Fernande,2002,france,1
Rol Elisabeth,2014,france,1
Rolhion Pierre & Eugenie,1998,france,2
Rolland Philomene (Sr. Marie-Etienne),2002,france,1
Romagnan Rose Anne,1990,france,1
Romand Jeanne,1983,france,1
Romanet Andre & Simone,1996,france,2
Rondel Elie,2017,france,1
Rongier Jean & Marie (Gaillac) & dght. Leontine Tournier,2021,france,3
Roques Marguerite,1980,france,1
Roques Yvonne,1996,france,1
Rorato Blanche,2008,france,1
Rosay Abbe Jean-Joseph,1987,france,1
Rose Sister (Couvent des Clarisses),1991,france,1
h),2014,france,1
Rosenstiehl Alice,1996,france,1
Rosenstiel Jeanne,2002,france,1
Roser Pasteur Henri,1976,france,1
Rossat Cyrille & Franceline,1990,france,2
Rossi-Landi Gino & Marcelle,1989,france,2
Rostaing Louise & Andre & son Noel,2001,france,3
Roth Jeannette,1974,france,1
Roty Jean,2010,france,1
Roubaudi Pierre,2007,france,1
Roubinet Elisabeth,2005,france,1
Rouhaud Marthe,2006,france,1
Rouille Eugene & Louise,1989,france,2
Rouland Henri & Marie-Louise,1998,france,2
63 Roulleau Constant & Odette & daughter Janine,1998,france,3
Roulleau Maurice; sister Yvette,1996,france,2
Roullet Viviane (Sister),1993,france,1
Rouquet Georges & Eva; daughter Ginette,2005,france,3
Roure Marguerite (Veslin),2013,france,1
Rous Jean & Jeanne,2004,france,2
Rousseau Abbe Oscar,1987,france,1
Rousseau Fernande,2017,france,1
Rousseau Jacques & Simone,2007,france,2
Rousseau Michel & Francoise,2009,france,2
Rousselle Jeanne,1988,france,1
Rousset Germaine,2014,france,1
Roussilhe Gabriel & Leonie,2001,france,2
Roussy Roger & Simone,2002,france,2
Routier Albert Emile,2016,france,1
Rouve Blanche,2011,france,1
Roux Albert & Eugenie,1990,france,2
Roux Georges & Germaine (Perdreau),2011,france,2
Roux Joseph,1982,france,1
Roux Lucien & Helene,2006,france,2
Roux Marcel,2011,france,1
Roux Mere Marie Therese,1984,france,1
Roux Rose,1995,france,1
Rouxel Albertine,2013,france,1
Rouxes Louis & Amelie; daughter Janine,1995,france,3
Rouzeau Paul & Jeanne,1993,france,2
Roy Fernande,2005,france,1
Roy Basile & Leonide,2004,france,2
Roy Georges & Marcelle,2001,france,2
Roy Pierre & Denise,1995,france,2
Roy Roger,2017,france,1
Royer Jean,1997,france,1
Royer Madeleine (Soeur Ines),1981,france,1
Royer Marthe,2014,france,1
Royet Jean & Marie,2004,france,2
Rozenkrantz Jean-Baptiste,2000,france,1
Rozier Albert & Marie-Louise (Laporte),2009,france,2
64 Rudolph Henri & Elisabeth,2004,france,2
Ruel Lucie,1988,france,1
Ruelle Rene & Ginette,1993,france,2
Ruffin Robert & Charlotte (Legrand),2021,france,2
Rulland Helene & her sister Simone,1984,france,2
Rullier Joseph & Augusta; d. Suzanne Burdin,1995,france,3
Ruscassie Robert,1993,france,1
Russeau Georges & Claudia,2011,france,2
Russier Elie & Marie,1988,france,2
Rutschi August & Cecile,1977,france,2
Sabathie Eugene & Charlotte (Caussade),1986,france,2
Sagnier Marie,1983,france,1
Sailly Louis & Suzanne,2009,france,2
Saint-Blancat (Baumgartner) Olga,1988,france,1
Saint-Martin Jean,2021,france,1
Saissi Paul & Henriette,2005,france,2
Sala Antoine & daughters Louise & Henriette & Marie Paule and her husband Giovanni Angeli,2013,france,4
Salagnad Marcel & Aline,2004,france,2
Saliege Msgr. Jules Geraud,1969,france,1
Salle Fernand & Esther,2000,france,2
Salvador Joseph & Juliette,1996,france,2
Samain Hilaire & Irene,1994,france,2
Sanchez Francine,1993,france,1
Sanchou Pierre & Marie & children: Micheline & Madeleine,2001,france,4
Saran Helene,2004,france,1
Sarazin Moise & Margot,1997,france,2
Sarlat Maxime & Eleonore,1986,france,2
Sarramiac Abel,1974,france,1
Sarro Albert & Renee (Gaumer),2008,france,2
Saulnier Adrien & Marguerite,1995,france,2
Saulnier Louis & Fernande (Prot),2010,france,2
Sautie Louis & Marguerite & daughter Jane,2001,france,3
Sauty Francoise,2014,france,1
Sauvat Rose,2013,france,1
Schachnowsky Margarete,1978,france,1
Scheffer Robert,2009,france,1
65 Schiari Rosine,2012,france,1
Schmidt Simone,1991,france,1
Schmitt Felicie Isidore & Anastase,1992,france,2
Schmitt Lucien & Louise,2006,france,2
Schneeberger Arthur & Anne,1999,france,2
Schneider (Broudin-Ober) Alice,1988,france,1
Schneider Charles & Lilian (Volpert),2019,france,2
Schoellen Ernest & Anne,1994,france,2
Schwab Marguerite,2001,france,1
Schwander Edouard & Jeanne (Biaule),2012,france,2
Schwarz Georgette,2009,france,1
Schweitzer-Rosenberg Helene,2002,france,1
Schyn Antoine & Louise,1994,france,2
Sebille Lucienne & Henri,1995,france,2
Sebille Yves & Josephine; d. Colette,1992,france,3
Segaux Jacques; father Maurice,1987,france,2
Seguin Eugene & Rose,2005,france,2
Selsis Andre & Simone (Gantie),2018,france,2
Sendrowicz-Challut Cecile,1977,france,1
Sens Daniel (Pastor),2014,france,1
Sentex Arthur Rene,2010,france,1
Sentou Fernand & Yvette,1991,france,2
Serennes Henri & Marie Therese,1979,france,2
Serre Pierre Alfred & mother Antoinette (Vege),2016,france,2
Serret Denise (Cornillac),2014,france,1
Serriere Simone,1969,france,1
Sers Paul,2010,france,1
Serullaz Gertie & ch: Janine Rene Edouard,1989,france,2
Serusclat Alice,1989,france,1
Seurre Georges,1988,france,1
Seve Charles & Jeanne,1980,france,2
Siauve Marie Louise,1975,france,1
Siboni Simone,2001,france,1
Sicot Denise,2001,france,1
Simeoni Vincent (don Bosco),1997,france,1
Simier Rene & Anna (Guerineau),2013,france,2
Simiot Alexandre & Suzanne,2016,france,2
66 Simon Maurice Rene & Georgette Mathilde (Lependu),2012,france,2
Simond Father Albert,1989,france,1
Simonnet Louis & Marie-Magdalene (Tixier),2013,france,2
Simorre Raymond,1996,france,1
Singerle Fernand,1998,france,1
Sirvain Ernest & Jeanne (Lissorgues),2018,france,2
Sochard Aime & Jeanne (Planchet),2015,france,2
Soubeste Alphonse & Marie & son Jean-Paul,2001,france,3
Soubeyran Marguerite,1969,france,1
Soubies Charles & Charlotte,1993,france,2
Souchon Catherine,1996,france,1
Soulier Gabriel & Juliette,2000,france,2
Soupeaux Solange,1996,france,1
Sourgens Gabrielle (Sister Louise),2015,france,1
Soutou Jean-Marie,1994,france,1
Souverbielle Leonce,2000,france,1
Sovieri Giovanni & Giuseppina,2017,france,2
Spaak Suzanne,1985,france,1
St. Chely Andre & Rosalie & son Justin,2001,france,3
Stacchiotti Albina,2005,france,1
Stacke Joseph & Agnes (Ciganik),2012,france,2
Stahl Abbe Robert,1970,france,1
Staklin Roger & Camille,2005,france,2
Staudenmann Alice,1988,france,1
Steinmetz August & Suzanne,1985,france,2
Stellamans Jean & Emilienne (Depoorter),2012,france,2
Sternfeld Marcel,2005,france,1
Stolze-Coque Simone,2003,france,1
Storck Joseph,1998,france,1
Strebler Aloyse & Melanie,1978,france,2
Sudre Jean & Elia,1993,france,2
Suran Charles,2011,france,1
Tafani Josette (Soeur Marie Pascale),1995,france,1
Tafani Sebastien & Adeline,1995,france,2
Taillefer Roger,1989,france,1
Taix Louis Henri & Marguerite (Allemand),2009,france,2
Talon Jeanne,1999,france,1
67 Tamietti Angelo & Angele Soyez,2009,france,2
Taphanel Marie-Louise,1989,france,1
Tarbes Marie,1992,france,1
Tardieu Rene,1985,france,1
Tarradou Jean & Juliette,2006,france,2
Tartier Roland & Madeleine,1989,france,2
Tauzin Rene,1997,france,1
Teillard Henri & Alice; & dghtrs. Germaine and Suzanne,1984,france,4
Tena Amedee & Renee,2016,france,2
Tena Francois & Antonine & their ch. Janine Georgette Ricou Pierre & Georges,2014,france,4
Tendero Michel-Marcel & Francisca,2009,france,2
Terral Louis & Henriette,1989,france,2
Terre Leopold & Marie; children Jean Germaine & Fernande,2004,france,4
Terrien Xavier,2008,france,1
Terruwe Abbe Jean,1989,france,1
Tessier Henri & Noemie; daughter Jeanine,1984,france,3
Tete Jean & Helene (Jambon),2011,france,2
Tete Philippe & Yvonne,1997,france,2
Teulieres Eloi & Henriette,2009,france,2
Teyssandier Jean & Eva; mother Victorine,1991,france,3
Teyssandier Leo,1991,france,1
Teyssendier de la Serve Odile (de Morin),2011,france,1
Theas Msgr. Pierre Marie,1969,france,1
Thebe Louise,1980,france,1
Theis Pasteur Edouard & Mildred,1981,france,2
Thelliez Julie,2002,france,1
Thelliez Lea,1998,france,1
Theodulle Marie Magdeleine (Hugonin),2011,france,1
Therese-Lucie (Sr.),1998,france,1
Therouin Alexandre & Madeleine (Lesault),2021,france,2
Thevenet Aime & Andree,1999,france,2
Thibaudeau Jean and Angeline,1994,france,1
Thibault Camille,1993,france,1
Thibault Gaston & daughter Jacqueline,2000,france,2
Thibout Abel,1996,france,1
Thibout Melanie; daughter Marthe,1996,france,2
68 Thiercelin-Guillemot Jacqueline,1989,france,1
Thimmesch Alfred,2009,france,1
Thiollier Joseph & Paule,2000,france,2
Tholozan Joseph & Marie Louise (Veyron),2011,france,2
Thomas Antoine & Marie,2004,france,2
Thomas Paul & Elise,1992,france,2
Thomas Pierre,2010,france,1
Thonet Edmond & Valodia,2020,france,2
Thouron Charles,1996,france,1
Thouroude Andre,1971,france,1
Thouvenin Emile & Genevieve,1994,france,2
Thulau Lucien & Marie-Angele (Perena),2014,france,2
Thumerel Marcel & Adelaide,1993,france,2
Tiennot Odette & Robert,1996,france,2
Tiercelin Leontine Marie (Regereau),2011,france,1
Tinel Paul & sister Annie,1988,france,2
Tisserant Eugene (Cardinal),2020,france,1
Tixier Louis & Jeanne,1999,france,2
Tomatis Honore & Antoinette,1996,france,2
Tompa Gustave,2001,france,1
Toquant Jean Pierre,2009,france,1
Toulat Jacques,1993,france,1
Touranche Jeanne (Borel),2016,france,1
Toureille Pasteur Pierre Charles,1973,france,1
Toussaint Pierre & Julia (Champ),2009,france,2
Traband Andre & Eliane,1973,france,2
Trachtenberg Yvette (Joseph-Henri),1999,france,1
Tracol Henriette,1989,france,1
Trebuquet Therese,2013,france,1
Trelut Maurice,1994,france,1
Tremine Fernande,2005,france,1
Trepardoux Germaine,2002,france,1
Treyture Emile & Felicie,1997,france,2
Trichet Suzanne,1996,france,1
Trieulet Antoinette,2008,france,1
Triguel Joseph & Marie-Louise,2005,france,2
Trihoreau Yvonne; d. Jeanine,1996,france,2
69 Trillat Clement & Marie; ch. Robert Isabelle,1994,france,3
Trochel Marcel & Yvonne,1993,france,2
Trocme Daniel,1976,france,1
Trocme Pasteur Andre & Magda,1971,france,2
1984 Tronel Damien & Marie-Rose,1996,france,2
Trouillet Jules & Berthe (Corbin),2009,france,2
Truchet Jean-Francois & Yvonne Jeanne (Pilloix),2015,france,2
Tuloup Philibert & Marie Louise (Morignat),2010,france,2
Tzaut Paul & Marguerite,1973,france,2
Urbain Pierre & Therese,1995,france,2
Usach Juliette,1989,france,1
Uthurriage Marie (Sr. Saint-Jean),2001,france,1
Vacheyroux Paul A. & Valentine,1985,france,2
Vaillant Louis & Florentine,1997,france,2
Vaillant-Saunier Suzanne,2004,france,1
Vain Edouard & Josephine,2001,france,2
Valadas Auguste & Celine,2004,france,2
Valat Edmond,2000,france,1
Valat Henry & Jeanne (Aussel),1998,france,2
Valaud Leon & Marie,2016,france,2
Valero Andre,1996,france,1
Vallee Celine,1990,france,1
Vallenot Andre & Marie-Louise,1996,france,2
Vallon Denise,1990,france,1
Valls de Gomis Manuel,1997,france,1
Van Der Meersch Eugene,1978,france,1
Vancourt Chanoine Raymond,1975,france,1
Vandenabaele-Franchois Georgette & her parents Franchois Marcel & & Madeleine,1990,france,4
Vandeportaele Edmond,2005,france,1
Vandevoorde Father Lucien,1993,france,1
Varennes Denise (Canal),2007,france,1
Varoquaux Arthur,2008,france,1
Vassalo Fanny,2005,france,1
Vasseur Marcel & Sophie,2013,france,2
Vaur Henriette,2003,france,1
Vautravers Rene & Juliane & children Henri & Jacqueline,1999,france,4
70 Veaux Jean & Jeanne (Labrosse),2019,france,2
Veliska Andre & Marguerite; son Albert,1993,france,3
Venance Joseph & Henriette,2003,france,2
Vercueil Edmond & Elisa & children: Louis Edmee & Helene,2001,france,4
Vergara Paul & Marcelle,1988,france,2
Vergnaud Paul & Marthe,1999,france,2
Vergnes Armand & Celestine,2008,france,2
Vergnes Louis & Hortense (Guiraud),2012,france,2
Vergnet Joseph,2004,france,1
Verite Renee,1995,france,1
Vermeulen Andre Marcel & Baptistine (Bradesi),2015,france,2
Vernusse Jeanne and mother,1996,france,1
Verrier Georgette,2005,france,1
Verrier Guy & Valentine,2002,france,2
Vertut Julien-Antoine & Maria; d. Maria M.,1993,france,3
Veyrine Germaine,1996,france,1
Veyssiere Jean-Eugene & Marie-Lea,2005,france,2
Viadieu Raymond,1985,france,1
Vial Charles,2009,france,1
Vial-Flatry Marie-Antoinette,1990,france,1
Vialle Georges & Noemie,2005,france,2
Viardot Laure & daughter Suzanne,2001,france,2
Viaud Arsene,2005,france,1
Vidaillan Clement & Marie-Rose,2002,france,2
Vidal de Veyres Fernand & Mathilde (Bremond),2017,france,2
Vidal Juliette,1969,france,1
Vidal Simone,1999,france,1
Vidal Sister Marie-Alice,1993,france,1
Vies Eugene Paul Constant & Walda Beatrice Elise Christine (Hart de Keating),2014,france,2
Vieu Leo Eugene & Josephine Claire (Comte),2016,france,2
Vigier Charles & Victorine (Legendre),2021,france,2
Vigne Paul & Francoise,2005,france,2
Vigne Edouard & his sister Julia,2016,france,2
Vigne Germaine,2002,france,1
Vigneron Edouard,1982,france,1
Vigoureux Georges; son Jacques,1994,france,2
71 Vigue Denise & ch. Antoine & Marie-Francoise Payre,2009,france,3
Vilgard Christiane & Robert,2002,france,2
Villaret Louis & Yvonne,2001,france,2
Villepelet Pere Georges,1982,france,1
Villot Jean & Jeanne (Boulin),2012,france,2
Vincent Gaston & his son Michel with wife Suzanne (Jacquet),1986,france,2
Vincent Marie & Eugene,2000,france,2
Viollet Abbe Marie-Jean,1993,france,1
Viollette Camille,2000,france,1
Viot Lucien & Marthe (Basset),2013,france,2
Vireton Marc & Jeanne,2014,france,2
Voinot Roger & Jeanne,2010,france,2
Voirin Jean & Emma,1999,france,2
Voiron Emile,1989,france,1
Voisin Henri & Simone,2003,france,2
Voisin Madeleine,1998,france,1
Volla Georges & Elisabeth,2002,france,2
Volral Andre & Georgette & daughter Lily Matichard,2020,france,3
Vouzelaud Marie-Louise,1988,france,1
Vovard Alphonse & Berthe (Launay),2010,france,2
Wahl Anne,1994,france,1
Wajdenfeld-Lemoigne Marguerite,1989,france,1
Waltispurger Paul & Andree,2008,france,2
Weber Victor,2004,france,1
